insert into account values(3300000, "name20000", 990.54);
insert into account values(3307450, "name27450", 90.264);
insert into account values(3307451, "name27451", 669.655);
insert into account values(3307452, "name27452", 245.613);
insert into account values(3307453, "name27453", 804.898);
insert into account values(3307454, "name27454", 718.044);
insert into account values(3307455, "name27455", 968.998);
insert into account values(3307456, "name27456", 531.668);
insert into account values(3307457, "name27457", 89.919);
insert into account values(3307458, "name27458", 779.313);
insert into account values(3307459, "name27459", 236.775);
insert into account values(3307460, "name27460", 66.343);
insert into account values(3307461, "name27461", 422.992);
insert into account values(3307462, "name27462", 724.078);
insert into account values(3307463, "name27463", 661.068);
insert into account values(3307464, "name27464", 477.75);
insert into account values(3307465, "name27465", 585.905);
insert into account values(3307466, "name27466", 489.533);
insert into account values(3307467, "name27467", 140.031);
insert into account values(3307468, "name27468", 895.807);
insert into account values(3307469, "name27469", 189.123);
insert into account values(3307470, "name27470", 235.973);
insert into account values(3307471, "name27471", 491.809);
insert into account values(3307472, "name27472", 485.281);
insert into account values(3307473, "name27473", 688.917);
insert into account values(3307474, "name27474", 348.208);
insert into account values(3307475, "name27475", 28.035);
insert into account values(3307476, "name27476", 822.329);
insert into account values(3307477, "name27477", 92.513);
insert into account values(3307478, "name27478", 828.598);
insert into account values(3307479, "name27479", 122.481);
insert into account values(3307480, "name27480", 698.809);
insert into account values(3307481, "name27481", 639.715);
insert into account values(3307482, "name27482", 789.569);
insert into account values(3307483, "name27483", 415.202);
insert into account values(3307484, "name27484", 72.612);
insert into account values(3307485, "name27485", 772.877);
insert into account values(3307486, "name27486", 968.391);
insert into account values(3307487, "name27487", 589.617);
insert into account values(3307488, "name27488", 215.723);
insert into account values(3307489, "name27489", 231.022);
insert into account values(3307490, "name27490", 950.498);
insert into account values(3307491, "name27491", 612.151);
insert into account values(3307492, "name27492", 174.82);
insert into account values(3307493, "name27493", 156.07);
insert into account values(3307494, "name27494", 872.995);
insert into account values(3307495, "name27495", 778.967);
insert into account values(3307496, "name27496", 483.589);
insert into account values(3307497, "name27497", 977.243);
insert into account values(3307498, "name27498", 535.787);
insert into account values(3307499, "name27499", 758.496);
insert into account values(3307500, "name27500", 520.453);
insert into account values(3307501, "name27501", 559.095);
insert into account values(3307502, "name27502", 605.121);
insert into account values(3307503, "name27503", 908.439);
insert into account values(3307504, "name27504", 633.308);
insert into account values(3307505, "name27505", 669.336);
insert into account values(3307506, "name27506", 610.839);
insert into account values(3307507, "name27507", 445.482);
insert into account values(3307508, "name27508", 232.669);
insert into account values(3307509, "name27509", 237.287);
insert into account values(3307510, "name27510", 872.645);
insert into account values(3307511, "name27511", 12.422);
insert into account values(3307512, "name27512", 802.915);
insert into account values(3307513, "name27513", 14.897);
insert into account values(3307514, "name27514", 695.852);
insert into account values(3307515, "name27515", 50.305);
insert into account values(3307516, "name27516", 719.618);
insert into account values(3307517, "name27517", 256.625);
insert into account values(3307518, "name27518", 186.164);
insert into account values(3307519, "name27519", 642.353);
insert into account values(3307520, "name27520", 461.905);
insert into account values(3307521, "name27521", 651.34);
insert into account values(3307522, "name27522", 168.062);
insert into account values(3307523, "name27523", 294.988);
insert into account values(3307524, "name27524", 77.527);
insert into account values(3307525, "name27525", 352.54);
insert into account values(3307526, "name27526", 195.403);
insert into account values(3307527, "name27527", 592.341);
insert into account values(3307528, "name27528", 589.403);
insert into account values(3307529, "name27529", 94.837);
insert into account values(3307530, "name27530", 821.227);
insert into account values(3307531, "name27531", 410.622);
insert into account values(3307532, "name27532", 652.114);
insert into account values(3307533, "name27533", 726.299);
insert into account values(3307534, "name27534", 174.695);
insert into account values(3307535, "name27535", 63.272);
insert into account values(3307536, "name27536", 385.645);
insert into account values(3307537, "name27537", 983.802);
insert into account values(3307538, "name27538", 655.104);
insert into account values(3307539, "name27539", 167.925);
insert into account values(3307540, "name27540", 829.296);
insert into account values(3307541, "name27541", 444.885);
insert into account values(3307542, "name27542", 563.461);
insert into account values(3307543, "name27543", 527.822);
insert into account values(3307544, "name27544", 516.692);
insert into account values(3307545, "name27545", 489.368);
insert into account values(3307546, "name27546", 816.857);
insert into account values(3307547, "name27547", 38.037);
insert into account values(3307548, "name27548", 505.741);
insert into account values(3307549, "name27549", 762.701);
insert into account values(3307550, "name27550", 850.459);
insert into account values(3307551, "name27551", 985.941);
insert into account values(3307552, "name27552", 599.909);
insert into account values(3307553, "name27553", 171.635);
insert into account values(3307554, "name27554", 152.844);
insert into account values(3307555, "name27555", 224.917);
insert into account values(3307556, "name27556", 40.672);
insert into account values(3307557, "name27557", 921.594);
insert into account values(3307558, "name27558", 350.189);
insert into account values(3307559, "name27559", 904.792);
insert into account values(3307560, "name27560", 297.678);
insert into account values(3307561, "name27561", 704.312);
insert into account values(3307562, "name27562", 9.558);
insert into account values(3307563, "name27563", 983.44);
insert into account values(3307564, "name27564", 500.557);
insert into account values(3307565, "name27565", 82.559);
insert into account values(3307566, "name27566", 150.679);
insert into account values(3307567, "name27567", 2.47);
insert into account values(3307568, "name27568", 493.108);
insert into account values(3307569, "name27569", 879.501);
insert into account values(3307570, "name27570", 396.803);
insert into account values(3307571, "name27571", 330.188);
insert into account values(3307572, "name27572", 69.608);
insert into account values(3307573, "name27573", 583.155);
insert into account values(3307574, "name27574", 285.36);
insert into account values(3307575, "name27575", 123.243);
insert into account values(3307576, "name27576", 75.283);
insert into account values(3307577, "name27577", 98.407);
insert into account values(3307578, "name27578", 544.249);
insert into account values(3307579, "name27579", 532.085);
insert into account values(3307580, "name27580", 830.407);
insert into account values(3307581, "name27581", 336.586);
insert into account values(3307582, "name27582", 826.916);
insert into account values(3307583, "name27583", 554.501);
insert into account values(3307584, "name27584", 268.208);
insert into account values(3307585, "name27585", 233.514);
insert into account values(3307586, "name27586", 241.605);
insert into account values(3307587, "name27587", 732.49);
insert into account values(3307588, "name27588", 710.08);
insert into account values(3307589, "name27589", 927.04);
insert into account values(3307590, "name27590", 447.393);
insert into account values(3307591, "name27591", 896.767);
insert into account values(3307592, "name27592", 265.752);
insert into account values(3307593, "name27593", 263.139);
insert into account values(3307594, "name27594", 685.563);
insert into account values(3307595, "name27595", 53.062);
insert into account values(3307596, "name27596", 190.934);
insert into account values(3307597, "name27597", 404.476);
insert into account values(3307598, "name27598", 286.442);
insert into account values(3307599, "name27599", 855.576);
insert into account values(3307600, "name27600", 555.665);
insert into account values(3307601, "name27601", 523.768);
insert into account values(3307602, "name27602", 128.585);
insert into account values(3307603, "name27603", 919.247);
insert into account values(3307604, "name27604", 793.087);
insert into account values(3307605, "name27605", 144.634);
insert into account values(3307606, "name27606", 806.574);
insert into account values(3307607, "name27607", 944.557);
insert into account values(3307608, "name27608", 252.52);
insert into account values(3307609, "name27609", 184.678);
insert into account values(3307610, "name27610", 352.771);
insert into account values(3307611, "name27611", 459.521);
insert into account values(3307612, "name27612", 14.264);
insert into account values(3307613, "name27613", 253.374);
insert into account values(3307614, "name27614", 57.864);
insert into account values(3307615, "name27615", 203.769);
insert into account values(3307616, "name27616", 260.96);
insert into account values(3307617, "name27617", 197.273);
insert into account values(3307618, "name27618", 384.183);
insert into account values(3307619, "name27619", 762.875);
insert into account values(3307620, "name27620", 119.654);
insert into account values(3307621, "name27621", 818.303);
insert into account values(3307622, "name27622", 680.135);
insert into account values(3307623, "name27623", 370.099);
insert into account values(3307624, "name27624", 228.112);
insert into account values(3307625, "name27625", 540.406);
insert into account values(3307626, "name27626", 281.482);
insert into account values(3307627, "name27627", 509.984);
insert into account values(3307628, "name27628", 468.549);
insert into account values(3307629, "name27629", 851.873);
insert into account values(3307630, "name27630", 788.735);
insert into account values(3307631, "name27631", 670.287);
insert into account values(3307632, "name27632", 21.365);
insert into account values(3307633, "name27633", 165.787);
insert into account values(3307634, "name27634", 227.248);
insert into account values(3307635, "name27635", 605.694);
insert into account values(3307636, "name27636", 455.596);
insert into account values(3307637, "name27637", 998.4);
insert into account values(3307638, "name27638", 510.181);
insert into account values(3307639, "name27639", 983.018);
insert into account values(3307640, "name27640", 280.547);
insert into account values(3307641, "name27641", 707.461);
insert into account values(3307642, "name27642", 863.784);
insert into account values(3307643, "name27643", 203.034);
insert into account values(3307644, "name27644", 993.734);
insert into account values(3307645, "name27645", 558.779);
insert into account values(3307646, "name27646", 943.478);
insert into account values(3307647, "name27647", 638.866);
insert into account values(3307648, "name27648", 983.175);
insert into account values(3307649, "name27649", 501.288);
insert into account values(3307650, "name27650", 687.036);
insert into account values(3307651, "name27651", 640.088);
insert into account values(3307652, "name27652", 379.218);
insert into account values(3307653, "name27653", 659.19);
insert into account values(3307654, "name27654", 856.224);
insert into account values(3307655, "name27655", 509.234);
insert into account values(3307656, "name27656", 306.631);
insert into account values(3307657, "name27657", 221.89);
insert into account values(3307658, "name27658", 843.868);
insert into account values(3307659, "name27659", 157.087);
insert into account values(3307660, "name27660", 461.787);
insert into account values(3307661, "name27661", 199.118);
insert into account values(3307662, "name27662", 178.158);
insert into account values(3307663, "name27663", 573.377);
insert into account values(3307664, "name27664", 258.943);
insert into account values(3307665, "name27665", 972.663);
insert into account values(3307666, "name27666", 221.442);
insert into account values(3307667, "name27667", 604.274);
insert into account values(3307668, "name27668", 897.383);
insert into account values(3307669, "name27669", 169.455);
insert into account values(3307670, "name27670", 166.647);
insert into account values(3307671, "name27671", 614.036);
insert into account values(3307672, "name27672", 936.428);
insert into account values(3307673, "name27673", 315.957);
insert into account values(3307674, "name27674", 85.334);
insert into account values(3307675, "name27675", 228.927);
insert into account values(3307676, "name27676", 784.931);
insert into account values(3307677, "name27677", 757.128);
insert into account values(3307678, "name27678", 197.551);
insert into account values(3307679, "name27679", 714.758);
insert into account values(3307680, "name27680", 230.244);
insert into account values(3307681, "name27681", 739.552);
insert into account values(3307682, "name27682", 869.771);
insert into account values(3307683, "name27683", 544.066);
insert into account values(3307684, "name27684", 290.98);
insert into account values(3307685, "name27685", 129.661);
insert into account values(3307686, "name27686", 704.011);
insert into account values(3307687, "name27687", 114.774);
insert into account values(3307688, "name27688", 539.795);
insert into account values(3307689, "name27689", 381.142);
insert into account values(3307690, "name27690", 573.655);
insert into account values(3307691, "name27691", 656.634);
insert into account values(3307692, "name27692", 378.183);
insert into account values(3307693, "name27693", 376.499);
insert into account values(3307694, "name27694", 128.232);
insert into account values(3307695, "name27695", 846.544);
insert into account values(3307696, "name27696", 482.215);
insert into account values(3307697, "name27697", 425.043);
insert into account values(3307698, "name27698", 791.967);
insert into account values(3307699, "name27699", 820.578);
insert into account values(3307700, "name27700", 806.617);
insert into account values(3307701, "name27701", 530.951);
insert into account values(3307702, "name27702", 157.051);
insert into account values(3307703, "name27703", 63.402);
insert into account values(3307704, "name27704", 451.076);
insert into account values(3307705, "name27705", 737.677);
insert into account values(3307706, "name27706", 643.015);
insert into account values(3307707, "name27707", 151.656);
insert into account values(3307708, "name27708", 858.582);
insert into account values(3307709, "name27709", 664.134);
insert into account values(3307710, "name27710", 682.257);
insert into account values(3307711, "name27711", 368.335);
insert into account values(3307712, "name27712", 408.943);
insert into account values(3307713, "name27713", 582.208);
insert into account values(3307714, "name27714", 266.381);
insert into account values(3307715, "name27715", 337.056);
insert into account values(3307716, "name27716", 733.461);
insert into account values(3307717, "name27717", 292.989);
insert into account values(3307718, "name27718", 30.072);
insert into account values(3307719, "name27719", 135.166);
insert into account values(3307720, "name27720", 280.942);
insert into account values(3307721, "name27721", 401.17);
insert into account values(3307722, "name27722", 518.933);
insert into account values(3307723, "name27723", 43.505);
insert into account values(3307724, "name27724", 113.657);
insert into account values(3307725, "name27725", 158.92);
insert into account values(3307726, "name27726", 692.555);
insert into account values(3307727, "name27727", 152.563);
insert into account values(3307728, "name27728", 62.613);
insert into account values(3307729, "name27729", 691.799);
insert into account values(3307730, "name27730", 695.005);
insert into account values(3307731, "name27731", 774.814);
insert into account values(3307732, "name27732", 791.24);
insert into account values(3307733, "name27733", 568.35);
insert into account values(3307734, "name27734", 483.089);
insert into account values(3307735, "name27735", 474.22);
insert into account values(3307736, "name27736", 370.554);
insert into account values(3307737, "name27737", 316.285);
insert into account values(3307738, "name27738", 775.106);
insert into account values(3307739, "name27739", 435.525);
insert into account values(3307740, "name27740", 999.263);
insert into account values(3307741, "name27741", 785.659);
insert into account values(3307742, "name27742", 878.926);
insert into account values(3307743, "name27743", 686.797);
insert into account values(3307744, "name27744", 309.897);
insert into account values(3307745, "name27745", 158.784);
insert into account values(3307746, "name27746", 599.704);
insert into account values(3307747, "name27747", 427.995);
insert into account values(3307748, "name27748", 739.635);
insert into account values(3307749, "name27749", 365.364);
insert into account values(3307750, "name27750", 796.759);
insert into account values(3307751, "name27751", 606.243);
insert into account values(3307752, "name27752", 800.327);
insert into account values(3307753, "name27753", 586.598);
insert into account values(3307754, "name27754", 110.637);
insert into account values(3307755, "name27755", 743.196);
insert into account values(3307756, "name27756", 876.977);
insert into account values(3307757, "name27757", 938.902);
insert into account values(3307758, "name27758", 544.345);
insert into account values(3307759, "name27759", 3.899);
insert into account values(3307760, "name27760", 213.258);
insert into account values(3307761, "name27761", 785.115);
insert into account values(3307762, "name27762", 847.054);
insert into account values(3307763, "name27763", 601.574);
insert into account values(3307764, "name27764", 539.654);
insert into account values(3307765, "name27765", 155.038);
insert into account values(3307766, "name27766", 65.378);
insert into account values(3307767, "name27767", 69.282);
insert into account values(3307768, "name27768", 387.006);
insert into account values(3307769, "name27769", 548.365);
insert into account values(3307770, "name27770", 107.735);
insert into account values(3307771, "name27771", 696.99);
insert into account values(3307772, "name27772", 376.935);
insert into account values(3307773, "name27773", 936.649);
insert into account values(3307774, "name27774", 881.965);
insert into account values(3307775, "name27775", 910.798);
insert into account values(3307776, "name27776", 341.881);
insert into account values(3307777, "name27777", 372.656);
insert into account values(3307778, "name27778", 202.734);
insert into account values(3307779, "name27779", 911.897);
insert into account values(3307780, "name27780", 189.561);
insert into account values(3307781, "name27781", 106.364);
insert into account values(3307782, "name27782", 577.881);
insert into account values(3307783, "name27783", 710.451);
insert into account values(3307784, "name27784", 219.055);
insert into account values(3307785, "name27785", 393.362);
insert into account values(3307786, "name27786", 166.32);
insert into account values(3307787, "name27787", 797.82);
insert into account values(3307788, "name27788", 562.296);
insert into account values(3307789, "name27789", 259.116);
insert into account values(3307790, "name27790", 203.273);
insert into account values(3307791, "name27791", 295.559);
insert into account values(3307792, "name27792", 767.813);
insert into account values(3307793, "name27793", 342.792);
insert into account values(3307794, "name27794", 775.065);
insert into account values(3307795, "name27795", 285.603);
insert into account values(3307796, "name27796", 657.874);
insert into account values(3307797, "name27797", 315.014);
insert into account values(3307798, "name27798", 902.612);
insert into account values(3307799, "name27799", 226.461);
insert into account values(3307800, "name27800", 584.497);
insert into account values(3307801, "name27801", 778.046);
insert into account values(3307802, "name27802", 878.415);
insert into account values(3307803, "name27803", 399.356);
insert into account values(3307804, "name27804", 539.709);
insert into account values(3307805, "name27805", 851.199);
insert into account values(3307806, "name27806", 940.934);
insert into account values(3307807, "name27807", 359.54);
insert into account values(3307808, "name27808", 529.287);
insert into account values(3307809, "name27809", 583.585);
insert into account values(3307810, "name27810", 797.542);
insert into account values(3307811, "name27811", 963.7);
insert into account values(3307812, "name27812", 881.908);
insert into account values(3307813, "name27813", 269.412);
insert into account values(3307814, "name27814", 798.557);
insert into account values(3307815, "name27815", 784.624);
insert into account values(3307816, "name27816", 42.612);
insert into account values(3307817, "name27817", 821.087);
insert into account values(3307818, "name27818", 885.452);
insert into account values(3307819, "name27819", 628.408);
insert into account values(3307820, "name27820", 148.149);
insert into account values(3307821, "name27821", 49.315);
insert into account values(3307822, "name27822", 109.788);
insert into account values(3307823, "name27823", 77.238);
insert into account values(3307824, "name27824", 708.862);
insert into account values(3307825, "name27825", 143.317);
insert into account values(3307826, "name27826", 621.302);
insert into account values(3307827, "name27827", 730.492);
insert into account values(3307828, "name27828", 68.997);
insert into account values(3307829, "name27829", 153.895);
insert into account values(3307830, "name27830", 378.873);
insert into account values(3307831, "name27831", 168.316);
insert into account values(3307832, "name27832", 888.938);
insert into account values(3307833, "name27833", 36.375);
insert into account values(3307834, "name27834", 481.272);
insert into account values(3307835, "name27835", 158.078);
insert into account values(3307836, "name27836", 194.313);
insert into account values(3307837, "name27837", 116.022);
insert into account values(3307838, "name27838", 150.778);
insert into account values(3307839, "name27839", 737.678);
insert into account values(3307840, "name27840", 816.123);
insert into account values(3307841, "name27841", 999.714);
insert into account values(3307842, "name27842", 719.12);
insert into account values(3307843, "name27843", 913.651);
insert into account values(3307844, "name27844", 929.502);
insert into account values(3307845, "name27845", 613.317);
insert into account values(3307846, "name27846", 569.827);
insert into account values(3307847, "name27847", 474.977);
insert into account values(3307848, "name27848", 155.336);
insert into account values(3307849, "name27849", 95.012);
insert into account values(3307850, "name27850", 315.587);
insert into account values(3307851, "name27851", 740.072);
insert into account values(3307852, "name27852", 992.688);
insert into account values(3307853, "name27853", 549.401);
insert into account values(3307854, "name27854", 550.257);
insert into account values(3307855, "name27855", 708.483);
insert into account values(3307856, "name27856", 636.374);
insert into account values(3307857, "name27857", 54.49);
insert into account values(3307858, "name27858", 683.182);
insert into account values(3307859, "name27859", 689.449);
insert into account values(3307860, "name27860", 145.038);
insert into account values(3307861, "name27861", 691.679);
insert into account values(3307862, "name27862", 493.625);
insert into account values(3307863, "name27863", 807.951);
insert into account values(3307864, "name27864", 379.393);
insert into account values(3307865, "name27865", 132.552);
insert into account values(3307866, "name27866", 154.052);
insert into account values(3307867, "name27867", 439.692);
insert into account values(3307868, "name27868", 357.323);
insert into account values(3307869, "name27869", 466.212);
insert into account values(3307870, "name27870", 991.52);
insert into account values(3307871, "name27871", 901.412);
insert into account values(3307872, "name27872", 458.014);
insert into account values(3307873, "name27873", 676.035);
insert into account values(3307874, "name27874", 457.077);
insert into account values(3307875, "name27875", 473.454);
insert into account values(3307876, "name27876", 132.013);
insert into account values(3307877, "name27877", 355.502);
insert into account values(3307878, "name27878", 84.347);
insert into account values(3307879, "name27879", 350.343);
insert into account values(3307880, "name27880", 64.482);
insert into account values(3307881, "name27881", 981.993);
insert into account values(3307882, "name27882", 120.196);
insert into account values(3307883, "name27883", 94.076);
insert into account values(3307884, "name27884", 840.218);
insert into account values(3307885, "name27885", 453.664);
insert into account values(3307886, "name27886", 199.2);
insert into account values(3307887, "name27887", 4.987);
insert into account values(3307888, "name27888", 536.931);
insert into account values(3307889, "name27889", 626.263);
insert into account values(3307890, "name27890", 104.503);
insert into account values(3307891, "name27891", 297.835);
insert into account values(3307892, "name27892", 578.861);
insert into account values(3307893, "name27893", 36.216);
insert into account values(3307894, "name27894", 167.714);
insert into account values(3307895, "name27895", 832.159);
insert into account values(3307896, "name27896", 986.006);
insert into account values(3307897, "name27897", 98.321);
insert into account values(3307898, "name27898", 755.419);
insert into account values(3307899, "name27899", 857.423);
insert into account values(3307900, "name27900", 730.7);
insert into account values(3307901, "name27901", 486.715);
insert into account values(3307902, "name27902", 327.872);
insert into account values(3307903, "name27903", 786.863);
insert into account values(3307904, "name27904", 631.503);
insert into account values(3307905, "name27905", 590.461);
insert into account values(3307906, "name27906", 810.868);
insert into account values(3307907, "name27907", 201.358);
insert into account values(3307908, "name27908", 370.268);
insert into account values(3307909, "name27909", 557.775);
insert into account values(3307910, "name27910", 918.854);
insert into account values(3307911, "name27911", 827.936);
insert into account values(3307912, "name27912", 889.387);
insert into account values(3307913, "name27913", 401.735);
insert into account values(3307914, "name27914", 652.064);
insert into account values(3307915, "name27915", 193.533);
insert into account values(3307916, "name27916", 819.353);
insert into account values(3307917, "name27917", 771.007);
insert into account values(3307918, "name27918", 111.217);
insert into account values(3307919, "name27919", 94.528);
insert into account values(3307920, "name27920", 239.199);
insert into account values(3307921, "name27921", 723.204);
insert into account values(3307922, "name27922", 645.683);
insert into account values(3307923, "name27923", 306.624);
insert into account values(3307924, "name27924", 438.714);
insert into account values(3307925, "name27925", 209.273);
insert into account values(3307926, "name27926", 633.07);
insert into account values(3307927, "name27927", 921.579);
insert into account values(3307928, "name27928", 788.841);
insert into account values(3307929, "name27929", 740.883);
insert into account values(3307930, "name27930", 59.347);
insert into account values(3307931, "name27931", 877.806);
insert into account values(3307932, "name27932", 867.554);
insert into account values(3307933, "name27933", 910.394);
insert into account values(3307934, "name27934", 639.858);
insert into account values(3307935, "name27935", 16.534);
insert into account values(3307936, "name27936", 360.982);
insert into account values(3307937, "name27937", 566.982);
insert into account values(3307938, "name27938", 34.869);
insert into account values(3307939, "name27939", 43.298);
insert into account values(3307940, "name27940", 676.704);
insert into account values(3307941, "name27941", 669.328);
insert into account values(3307942, "name27942", 496.539);
insert into account values(3307943, "name27943", 242.054);
insert into account values(3307944, "name27944", 900.073);
insert into account values(3307945, "name27945", 658.86);
insert into account values(3307946, "name27946", 808.893);
insert into account values(3307947, "name27947", 229.706);
insert into account values(3307948, "name27948", 137.399);
insert into account values(3307949, "name27949", 431.95);
insert into account values(3307950, "name27950", 422.292);
insert into account values(3307951, "name27951", 488.033);
insert into account values(3307952, "name27952", 729.298);
insert into account values(3307953, "name27953", 361.266);
insert into account values(3307954, "name27954", 752.985);
insert into account values(3307955, "name27955", 620.642);
insert into account values(3307956, "name27956", 717.997);
insert into account values(3307957, "name27957", 315.234);
insert into account values(3307958, "name27958", 42.308);
insert into account values(3307959, "name27959", 764.466);
insert into account values(3307960, "name27960", 713.811);
insert into account values(3307961, "name27961", 92.516);
insert into account values(3307962, "name27962", 155.734);
insert into account values(3307963, "name27963", 881.065);
insert into account values(3307964, "name27964", 167.079);
insert into account values(3307965, "name27965", 556.962);
insert into account values(3307966, "name27966", 789.423);
insert into account values(3307967, "name27967", 527.009);
insert into account values(3307968, "name27968", 820.691);
insert into account values(3307969, "name27969", 43.744);
insert into account values(3307970, "name27970", 697.536);
insert into account values(3307971, "name27971", 326.29);
insert into account values(3307972, "name27972", 929.378);
insert into account values(3307973, "name27973", 219.737);
insert into account values(3307974, "name27974", 928.138);
insert into account values(3307975, "name27975", 9.68);
insert into account values(3307976, "name27976", 219.11);
insert into account values(3307977, "name27977", 441.61);
insert into account values(3307978, "name27978", 171.773);
insert into account values(3307979, "name27979", 242.243);
insert into account values(3307980, "name27980", 691.275);
insert into account values(3307981, "name27981", 439.398);
insert into account values(3307982, "name27982", 956.562);
insert into account values(3307983, "name27983", 620.046);
insert into account values(3307984, "name27984", 607.658);
insert into account values(3307985, "name27985", 709.784);
insert into account values(3307986, "name27986", 651.594);
insert into account values(3307987, "name27987", 224.633);
insert into account values(3307988, "name27988", 719.423);
insert into account values(3307989, "name27989", 379.564);
insert into account values(3307990, "name27990", 162.892);
insert into account values(3307991, "name27991", 273.231);
insert into account values(3307992, "name27992", 609.979);
insert into account values(3307993, "name27993", 265.887);
insert into account values(3307994, "name27994", 818.091);
insert into account values(3307995, "name27995", 799.736);
insert into account values(3307996, "name27996", 950.155);
insert into account values(3307997, "name27997", 159.977);
insert into account values(3307998, "name27998", 259.893);
insert into account values(3307999, "name27999", 408.56);
insert into account values(3308000, "name28000", 803.023);
insert into account values(3308001, "name28001", 382.506);
insert into account values(3308002, "name28002", 519.478);
insert into account values(3308003, "name28003", 226.734);
insert into account values(3308004, "name28004", 161.731);
insert into account values(3308005, "name28005", 189.891);
insert into account values(3308006, "name28006", 408.075);
insert into account values(3308007, "name28007", 930.646);
insert into account values(3308008, "name28008", 349.754);
insert into account values(3308009, "name28009", 284.073);
insert into account values(3308010, "name28010", 174.639);
insert into account values(3308011, "name28011", 121.104);
insert into account values(3308012, "name28012", 456.982);
insert into account values(3308013, "name28013", 725.869);
insert into account values(3308014, "name28014", 386.242);
insert into account values(3308015, "name28015", 1.031);
insert into account values(3308016, "name28016", 856.865);
insert into account values(3308017, "name28017", 14.943);
insert into account values(3308018, "name28018", 557.309);
insert into account values(3308019, "name28019", 21.187);
insert into account values(3308020, "name28020", 901.391);
insert into account values(3308021, "name28021", 504.878);
insert into account values(3308022, "name28022", 378.135);
insert into account values(3308023, "name28023", 902.127);
insert into account values(3308024, "name28024", 637.257);
insert into account values(3308025, "name28025", 451.809);
insert into account values(3308026, "name28026", 671.778);
insert into account values(3308027, "name28027", 782.275);
insert into account values(3308028, "name28028", 153.972);
insert into account values(3308029, "name28029", 72.689);
insert into account values(3308030, "name28030", 145.143);
insert into account values(3308031, "name28031", 129.539);
insert into account values(3308032, "name28032", 949.52);
insert into account values(3308033, "name28033", 253.645);
insert into account values(3308034, "name28034", 605.918);
insert into account values(3308035, "name28035", 607.951);
insert into account values(3308036, "name28036", 20.05);
insert into account values(3308037, "name28037", 109.133);
insert into account values(3308038, "name28038", 743.623);
insert into account values(3308039, "name28039", 188.401);
insert into account values(3308040, "name28040", 178.107);
insert into account values(3308041, "name28041", 109.487);
insert into account values(3308042, "name28042", 863.044);
insert into account values(3308043, "name28043", 440.706);
insert into account values(3308044, "name28044", 792.438);
insert into account values(3308045, "name28045", 64.037);
insert into account values(3308046, "name28046", 231.236);
insert into account values(3308047, "name28047", 528.997);
insert into account values(3308048, "name28048", 540.118);
insert into account values(3308049, "name28049", 908.077);
insert into account values(3308050, "name28050", 695.01);
insert into account values(3308051, "name28051", 763.282);
insert into account values(3308052, "name28052", 870.149);
insert into account values(3308053, "name28053", 947.712);
insert into account values(3308054, "name28054", 457.499);
insert into account values(3308055, "name28055", 797.564);
insert into account values(3308056, "name28056", 644.942);
insert into account values(3308057, "name28057", 298.18);
insert into account values(3308058, "name28058", 189.844);
insert into account values(3308059, "name28059", 527.987);
insert into account values(3308060, "name28060", 326.644);
insert into account values(3308061, "name28061", 493.194);
insert into account values(3308062, "name28062", 925.034);
insert into account values(3308063, "name28063", 13.915);
insert into account values(3308064, "name28064", 51.041);
insert into account values(3308065, "name28065", 250.687);
insert into account values(3308066, "name28066", 906.464);
insert into account values(3308067, "name28067", 878.572);
insert into account values(3308068, "name28068", 771.08);
insert into account values(3308069, "name28069", 426.887);
insert into account values(3308070, "name28070", 894.901);
insert into account values(3308071, "name28071", 352.776);
insert into account values(3308072, "name28072", 210.659);
insert into account values(3308073, "name28073", 219.942);
insert into account values(3308074, "name28074", 440.458);
insert into account values(3308075, "name28075", 90.776);
insert into account values(3308076, "name28076", 443.181);
insert into account values(3308077, "name28077", 848.654);
insert into account values(3308078, "name28078", 163.992);
insert into account values(3308079, "name28079", 480.639);
insert into account values(3308080, "name28080", 411.233);
insert into account values(3308081, "name28081", 943.372);
insert into account values(3308082, "name28082", 743.265);
insert into account values(3308083, "name28083", 586.509);
insert into account values(3308084, "name28084", 314.562);
insert into account values(3308085, "name28085", 346.914);
insert into account values(3308086, "name28086", 15.602);
insert into account values(3308087, "name28087", 949.565);
insert into account values(3308088, "name28088", 790.945);
insert into account values(3308089, "name28089", 535.278);
insert into account values(3308090, "name28090", 761.88);
insert into account values(3308091, "name28091", 649.327);
insert into account values(3308092, "name28092", 871.13);
insert into account values(3308093, "name28093", 544.666);
insert into account values(3308094, "name28094", 233.207);
insert into account values(3308095, "name28095", 297.575);
insert into account values(3308096, "name28096", 284.127);
insert into account values(3308097, "name28097", 580.01);
insert into account values(3308098, "name28098", 526.34);
insert into account values(3308099, "name28099", 134.149);
insert into account values(3308100, "name28100", 60.571);
insert into account values(3308101, "name28101", 972.962);
insert into account values(3308102, "name28102", 435.717);
insert into account values(3308103, "name28103", 836.987);
insert into account values(3308104, "name28104", 566.512);
insert into account values(3308105, "name28105", 534.677);
insert into account values(3308106, "name28106", 952.435);
insert into account values(3308107, "name28107", 108.962);
insert into account values(3308108, "name28108", 538.595);
insert into account values(3308109, "name28109", 390.39);
insert into account values(3308110, "name28110", 7.647);
insert into account values(3308111, "name28111", 984.733);
insert into account values(3308112, "name28112", 69.178);
insert into account values(3308113, "name28113", 984.163);
insert into account values(3308114, "name28114", 231.722);
